"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []","re(S(2,1)) []","im(S(2,1)) []","re(S(1,2)) []","im(S(1,2)) []","re(S(2,2)) []","im(S(2,2)) []"
34.12,3.57359628171391E-05,0.000103624258219587,0.898385704064791,-0.438955971225336,0.898385704064789,-0.438955971225336,5.9921922010057E-05,9.17376307669263E-05
34.13,3.58030729356323E-05,0.000103707950993942,0.898240924401553,-0.439251693804617,0.898240924401553,-0.439251693804616,6.00077342948579E-05,9.18020817852102E-05
34.14,3.58702462552216E-05,0.000103791652190784,0.89809611108148,-0.439547260588134,0.898096111081479,-0.439547260588133,6.00935918725516E-05,9.18665409918345E-05
34.15,3.59374828167786E-05,0.000103875361701843,0.897951264089782,-0.439842671679941,0.89795126408978,-0.439842671679941,6.01794947147768E-05,9.19310083009379E-05
34.16,3.60047826611053E-05,0.00010395907941885,0.897806383411862,-0.440137927184443,0.897806383411861,-0.440137927184442,6.0265442793172E-05,9.19954836267458E-05
34.17,3.60721458289338E-05,0.000104042805233534,0.897661469033322,-0.44043302720639,0.897661469033321,-0.440433027206389,6.03514360793752E-05,9.20599668835701E-05
34.18,3.61395723609255E-05,0.000104126539037622,0.897516520939954,-0.440727971850878,0.897516520939953,-0.440727971850877,6.04374745450233E-05,9.21244579858093E-05
34.19,3.62070622976708E-05,0.00010421028072284,0.897371539117742,-0.441022761223343,0.897371539117741,-0.441022761223342,6.05235581617526E-05,9.21889568479496E-05
34.2,3.62746156796889E-05,0.000104294030180912,0.89722652355286,-0.441317395429558,0.897226523552859,-0.441317395429557,6.06096869011977E-05,9.22534633845643E-05
34.21,3.63422325474265E-05,0.000104377787303564,0.897081474231672,-0.441611874575629,0.897081474231671,-0.441611874575628,6.06958607349915E-05,9.23179775103146E-05
34.22,3.64099129412581E-05,0.00010446155198252,0.896936391140728,-0.441906198767991,0.896936391140727,-0.44190619876799,6.07820796347653E-05,9.23824991399497E-05
34.23,3.64776569014851E-05,0.000104545324109502,0.896791274266765,-0.442200368113408,0.896791274266764,-0.442200368113407,6.08683435721481E-05,9.24470281883071E-05
34.24,3.65454644683353E-05,0.000104629103576233,0.896646123596706,-0.442494382718965,0.896646123596705,-0.442494382718965,6.09546525187666E-05,9.2511564570313E-05
34.25,3.66133356819624E-05,0.000104712890274438,0.896500939117657,-0.442788242692068,0.896500939117656,-0.442788242692067,6.10410064462445E-05,9.25761082009821E-05
34.26,3.66812705824456E-05,0.000104796684095838,0.896355720816908,-0.443081948140437,0.896355720816907,-0.443081948140436,6.11274053262027E-05,9.26406589954187E-05
34.27,3.67492692097893E-05,0.000104880484932159,0.896210468681928,-0.443375499172109,0.896210468681927,-0.443375499172108,6.12138491302594E-05,9.27052168688163E-05
34.28,3.68173316039219E-05,0.000104964292675123,0.896065182700369,-0.443668895895427,0.896065182700367,-0.443668895895426,6.13003378300285E-05,9.2769781736458E-05
34.29,3.68854578046961E-05,0.000105048107216455,0.895919862860059,-0.443962138419041,0.895919862860058,-0.443962138419041,6.1386871397121E-05,9.2834353513717E-05
34.3,3.6953647851888E-05,0.000105131928447882,0.895774509149008,-0.444255226851907,0.895774509149007,-0.444255226851906,6.14734498031435E-05,9.28989321160568E-05
34.31,3.70219017851969E-05,0.00010521575626113,0.895629121555398,-0.444548161303277,0.895629121555397,-0.444548161303276,6.15600730196986E-05,9.29635174590315E-05
34.32,3.70902196442442E-05,0.000105299590547927,0.895483700067589,-0.444840941882702,0.895483700067588,-0.444840941882701,6.16467410183844E-05,9.30281094582858E-05
34.33,3.71586014685737E-05,0.000105383431200003,0.895338244674116,-0.445133568700025,0.895338244674115,-0.445133568700024,6.17334537707945E-05,9.30927080295557E-05
34.34,3.72270472976506E-05,0.00010546727810909,0.895192755363684,-0.445426041865381,0.895192755363683,-0.44542604186538,6.18202112485175E-05,9.31573130886686E-05
34.35,3.7295557170861E-05,0.000105551131166919,0.895047232125173,-0.445718361489189,0.895047232125172,-0.445718361489188,6.19070134231369E-05,9.32219245515436E-05
34.36,3.73641311275122E-05,0.000105634990265227,0.894901674947631,-0.446010527682156,0.89490167494763,-0.446010527682155,6.19938602662308E-05,9.32865423341916E-05
34.37,3.74327692068308E-05,0.000105718855295752,0.894756083820277,-0.446302540555265,0.894756083820276,-0.446302540555264,6.20807517493719E-05,9.33511663527159E-05
34.38,3.75014714479635E-05,0.000105802726150233,0.894610458732499,-0.446594400219781,0.894610458732498,-0.44659440021978,6.21676878441269E-05,9.34157965233125E-05
34.39,3.75702378899764E-05,0.000105886602720414,0.89446479967385,-0.446886106787242,0.894464799673849,-0.446886106787241,6.22546685220567E-05,9.348043276227E-05
34.4,3.76390685718538E-05,0.00010597048489804,0.894319106634052,-0.447177660369456,0.894319106634051,-0.447177660369455,6.23416937547158E-05,9.35450749859702E-05
34.41,3.77079635324985E-05,0.000106054372574862,0.89417337960299,-0.4474690610785,0.894173379602989,-0.4474690610785,6.24287635136522E-05,9.36097231108885E-05
34.42,3.77769228107312E-05,0.000106138265642631,0.894027618570712,-0.44776030902672,0.894027618570711,-0.447760309026719,6.25158777704074E-05,9.36743770535937E-05
34.43,3.78459464452897E-05,0.000106222163993103,0.893881823527432,-0.448051404326718,0.893881823527431,-0.448051404326717,6.26030364965159E-05,9.37390367307489E-05
34.44,3.79150344748288E-05,0.000106306067518039,0.893735994463521,-0.448342347091361,0.89373599446352,-0.448342347091361,6.26902396635052E-05,9.38037020591112E-05
34.45,3.79841869379196E-05,0.000106389976109203,0.893590131369515,-0.448633137433771,0.893590131369514,-0.44863313743377,6.27774872428953E-05,9.38683729555325E-05
34.46,3.80534038730492E-05,0.000106473889658364,0.893444234236106,-0.448923775467321,0.893444234236105,-0.448923775467321,6.28647792061992E-05,9.39330493369597E-05
